portfolio,benchmark,start,end,sessions,cfg_brokerage_bps,cfg_sell_tax_bps,cfg_lag_sessions,cfg_risk_free_rate,p_total,p_annualised,p_vol,p_sharpe,p_max_drawdown,b_total,b_annualised,b_vol,b_sharpe,b_max_drawdown,excess,tracking_error,information_ratio,beta,turnover,cost,n_calendar,n_drift
hsc_strat_high_growth,VNINDEX,2026-01-05,2026-09-11,169,10.00000000,10.00000000,1,0.06000000,-0.01890153,-0.02821790,0.23255120,-0.37934828,-0.16908197,0.00380787,0.00571724,0.20580793,-0.26375444,-0.16383157,-0.02270941,0.09665333,-0.35110165,1.02810983,0.14617898,0.00143854,2,1
