ticker,exchange,icb_l2,in_index,is_pick,open_adj,high_adj,low_adj,close_adj,open_raw,high_raw,low_raw,close_raw,volume,value,market_cap,free_float,free_float_ratio,outstanding_shares
HT1,HOSE,CONSTRUCTION_AND_MATERIALS_L2,1,0,13250,13650,13250,13300,13250,13650,13250,13300,313187,4205808150,5075145820000,95397480,0.25,381589910
KBC,HOSE,REAL_ESTATE_L2,1,0,27950,28250,27900,28000,27950,28250,27900,28000,804695,22550520350,26369133250000,612140590,0.65,941754760
KDC,HOSE,FOOD_AND_BEVERAGE_L2,1,0,51500,51800,51200,51800,51500,51800,51200,51800,34002,1759205600,14314686540000,124355380,0.45,276345300
KDH,HOSE,REAL_ESTATE_L2,1,0,18250,18350,17900,18150,18250,18350,17900,18150,5108070,92580852100,20368200420000,729439680,0.65,1122214900
KOS,HOSE,REAL_ESTATE_L2,1,0,35000,35200,34000,35000,35000,35200,34000,35000,179701,6241585000,7576846720000,86592530,0.4,216481340
LPB,HOSE,BANKS_L2,1,0,53700,54500,53300,53800,53700,54500,53300,53800,2829452,153257498500,160715776980000,2688553890,0.9,2987282100
MBB,HOSE,BANKS_L2,1,0,20400,20500,20350,20450,20400,20500,20350,20450,8978677,183338224100,205905935150000,5034374940,0.5,10068749880
MCH,HOSE,FOOD_AND_BEVERAGE_L2,1,0,136000,138200,135400,136200,136000,138200,135400,136200,262991,36042110200,178068554050000,261480990,0.2,1307404950
MSB,HOSE,BANKS_L2,1,0,16150,16250,16050,16050,16150,16250,16050,16050,4131508,66705664000,50076000000000,2184000000,0.7,3120000000
MSN,HOSE,FOOD_AND_BEVERAGE_L2,1,0,67200,67800,66900,67200,67200,67800,66900,67200,2042774,137578329700,98137173860000,876224770,0.6,1460374610
MSR,UPCOM,BASIC_RESOURCES_L2,0,1,39400,39600,38500,38749,39400,39600,38500,38800,871825,33782973800,42816615050000,110497340,0.1,1104973420
MWG,HOSE,RETAIL_L2,1,0,73300,74200,73200,74000,73300,74200,73200,74000,3070195,226206214100,109206657800000,1106824230,0.75,1475765650
NAB,HOSE,BANKS_L2,1,0,11850,12000,11800,11900,11850,12000,11800,11900,1108167,13142513100,25689985160000,1727057820,0.8,2158822280
NKG,HOSE,BASIC_RESOURCES_L2,1,0,11200,11300,11100,11200,11200,11300,11100,11200,2273913,25497239800,5514028360000,369242970,0.75,492323960
NLG,HOSE,REAL_ESTATE_L2,1,0,22900,23050,22650,22650,22900,23050,22650,22650,1225419,27955192800,10987455720000,388077910,0.8,485097380
NT2,HOSE,UTILITIES_L2,1,0,21650,21900,21600,21750,21650,21900,21600,21750,486399,10589776750,6261303630000,86362810,0.3,287876030
NVL,HOSE,REAL_ESTATE_L2,1,0,13550,13900,13550,13550,13550,13900,13550,13550,15834464,217346247850,32548021020000,1321137380,0.55,2402067970
OCB,HOSE,BANKS_L2,1,0,10800,11000,10800,10950,10800,11000,10800,10950,3528829,38576519200,33534485880000,918753040,0.3,3062510130
PAN,HOSE,FOOD_AND_BEVERAGE_L2,1,0,20850,20850,20650,20700,20850,20850,20650,20700,245063,5083114400,5188934540000,112802920,0.45,250673170
PC1,HOSE,CONSTRUCTION_AND_MATERIALS_L2,1,0,20700,20900,20450,20750,20700,20900,20450,20750,1468134,30303753850,8534170870000,246771200,0.6,411285340
PDR,HOSE,REAL_ESTATE_L2,1,0,12150,12300,12050,12100,12150,12300,12050,12100,3598050,43726388800,12073493490000,598685630,0.6,997809380
PHR,HOSE,CHEMICALS_L2,1,0,58600,59500,58200,58500,58600,59500,58200,58500,201259,11805379700,7926703080000,47424720,0.35,135499200
PLX,HOSE,OIL_AND_GAS_L2,1,0,36650,36900,36200,36650,36650,36900,36200,36650,2726188,99474300000,46567205410000,127059220,0.1,1270592240
PNJ,HOSE,PERSONAL_AND_HOUSEHOLD_GOODS_L2,1,0,35100,35600,34850,35050,35100,35600,34850,35050,2367239,83226262700,17935854660000,460549760,0.9,511721960
POW,HOSE,UTILITIES_L2,1,0,13800,13800,13600,13750,13800,13800,13600,13750,6060085,82895124100,42182878210000,613569140,0.2,3067845690
PVD,HOSE,OIL_AND_GAS_L2,1,0,18300,18900,18100,18700,18300,18900,18100,18700,5161020,95989729200,17348778970000,463871100,0.5,927742190
PVT,HOSE,INDUSTRIAL_GOODS_AND_SERVICES_L2,1,0,19750,20500,19350,20100,19750,20500,19350,20100,6683102,134311826800,10390070650000,258459470,0.5,516918940
REE,HOSE,UTILITIES_L2,1,0,47250,47400,47000,47150,47250,47400,47000,47150,312671,14762079050,29369689550000,218014660,0.35,622899040
SAB,HOSE,FOOD_AND_BEVERAGE_L2,1,0,45900,46350,45350,46300,45900,46350,45350,46300,967554,44316253650,59382637820000,141081860,0.11,1282562370
SBT,HOSE,FOOD_AND_BEVERAGE_L2,1,0,21300,21600,20900,21600,21300,21600,20900,21600,570404,12201060250,19578564910000,543849020,0.6,906415040
SHB,HOSE,BANKS_L2,1,0,11850,11950,11750,11850,11850,11950,11750,11850,40984802,484999680800,63322890480000,4007777880,0.75,5343703840
SIP,HOSE,REAL_ESTATE_L2,1,0,50900,51100,50700,51100,50900,51100,50700,51100,60250,3069367000,12371971390000,108950820,0.45,242112940
SJS,HOSE,REAL_ESTATE_L2,1,0,47300,47600,46500,47350,47300,47600,46500,47350,66167,3109796600,14085433110000,237979860,0.8,297474830
SSB,HOSE,BANKS_L2,1,0,15450,15550,15300,15450,15450,15550,15300,15450,1948058,30134608350,52974960000000,1885840000,0.55,3428800000
SSI,HOSE,FINANCIAL_SERVICES_L2,1,0,20102.395,20262.255,19982.5,20222.29,25150,25350,25000,25300,15744273,397267118900,63277773130000,1750768430,0.7,2501097750
STB,HOSE,BANKS_L2,1,0,74300,75400,74100,74100,74300,75400,74100,74100,1567499,117223323800,139694484560000,1790954930,0.95,1885215720
TAL,HOSE,REAL_ESTATE_L2,1,0,24850,25250,24700,24750,24850,25250,24700,24750,97492,2421432900,12473992770000,151199910,0.3,503999710
TCB,HOSE,BANKS_L2,1,0,31000,31500,30900,31500,31000,31500,30900,31500,15316190,478041785550,223216573040000,3897432230,0.55,7086240410
TCH,HOSE,REAL_ESTATE_L2,1,0,12300,12400,12100,12200,12300,12400,12100,12200,4022593,49247751200,11127732530000,547265530,0.6,912109220
TCX,HOSE,FINANCIAL_SERVICES_L2,1,0,40800,41000,40300,40500,40800,41000,40300,40500,1391352,56751284450,112365359660000,416168000,0.15,2774453320
TPB,HOSE,BANKS_L2,1,0,14700,14800,14600,14700,14700,14800,14600,14700,3030272,44529412800,40778489030000,1525725780,0.55,2774046870
VCB,HOSE,BANKS_L2,1,0,59900,60300,59600,59700,59900,60300,59600,59700,2391877,143456087100,498833803110000,919124260,0.11,8355675090
VCG,HOSE,CONSTRUCTION_AND_MATERIALS_L2,1,0,16100,16600,16050,16150,16100,16600,16050,16150,3118816,50976417950,11275546360000,383996930,0.55,698176240
VCI,HOSE,FINANCIAL_SERVICES_L2,1,0,22200,22350,21900,22050,22200,22350,21900,22050,7554167,166999323600,25406713950000,864173940,0.75,1152231920
VCK,HOSE,FINANCIAL_SERVICES_L2,1,0,30850,30950,30600,30800,30850,30950,30600,30800,971948,29946748050,74995526880000,608729930,0.25,2434919700
VGC,HOSE,CONSTRUCTION_AND_MATERIALS_L2,1,0,41250,41250,40500,40800,41250,41250,40500,40800,450464,18384314550,18292680000000,53802000,0.12,448350000
VHC,HOSE,FOOD_AND_BEVERAGE_L2,1,0,52900,55300,52500,53100,52900,55300,52500,53100,1185604,63860162900,11121962740000,83781260,0.4,209453160
VHM,HOSE,REAL_ESTATE_L2,1,0,72900,75500,72000,73800,72900,75500,72000,73800,6551194,483710957000,606254011790000,2464447200,0.3,8214824010
VIB,HOSE,BANKS_L2,1,0,14850,14950,14750,14800,14850,14950,14750,14800,2944037,43682406700,50379284510000,1872203140,0.55,3404005710
VIC,HOSE,REAL_ESTATE_L2,1,0,208700,215800,207500,215500,208700,215800,207500,215500,5311612,1135441361800,1672751175450000,2328655930,0.3,7762186430
VIX,HOSE,FINANCIAL_SERVICES_L2,1,0,14300,14500,14100,14300,14300,14500,14100,14300,31518339,451644493750,35039115140000,2450287770,1,2450287770
VJC,HOSE,TRAVEL_AND_LEISURE_L2,1,0,127300,128500,126100,127700,127300,128500,126100,127700,1514482,192971513900,98213171120000,269182540,0.35,769092960
VND,HOSE,FINANCIAL_SERVICES_L2,1,0,16900,17100,16800,16800,16900,17100,16800,16800,6613126,111692950650,25574638450000,1141724930,0.75,1522299910
VNM,HOSE,FOOD_AND_BEVERAGE_L2,1,0,61900,62500,61400,61800,61900,62500,61400,61800,2761370,171298712300,129159246500000,835982180,0.4,2089955440
VPB,HOSE,BANKS_L2,1,0,25550,25800,25350,25700,25550,25800,25350,25700,7500218,191976185300,203901836550000,4363657980,0.55,7933923600
VPI,HOSE,REAL_ESTATE_L2,1,0,60000,60100,58500,59700,60000,60100,58500,59700,3253421,193700609300,19106959750000,160024790,0.5,320049580
VPL,HOSE,TRAVEL_AND_LEISURE_L2,1,0,78300,79000,77500,78400,78300,79000,77500,78400,564234,44212623600,140594749560000,268995060,0.15,1793300380
VPX,HOSE,FINANCIAL_SERVICES_L2,1,0,25400,25800,25400,25750,25400,25800,25400,25750,565298,14458084300,48281250000000,375000000,0.2,1875000000
VRE,HOSE,REAL_ESTATE_L2,1,0,25400,26000,25350,25450,25400,26000,25350,25450,4146734,106360732850,57830503530000,908927360,0.4,2272318410
VSC,HOSE,INDUSTRIAL_GOODS_AND_SERVICES_L2,1,0,14800,15150,14750,14850,14800,15150,14750,14850,7987000,119434582750,5559399880000,355651840,0.95,374370360
VTP,HOSE,INDUSTRIAL_GOODS_AND_SERVICES_L2,1,0,55200,55600,53800,55000,55200,55600,53800,55000,1094734,60072157300,11103684400000,80754070,0.4,201885170
